blk_no,street,max_floor_lvl,year_completed,residential,commercial,market_hawker,miscellaneous,multistorey_carpark,precinct_pavilion,bldg_contract_town,total_dwelling_units,1room_sold,2room_sold,3room_sold,4room_sold,5room_sold,exec_sold,multigen_sold,studio_apartment_sold,1room_rental,2room_rental,3room_rental,other_room_rental,Address,Longitude,Latitude
102,PASIR RIS ST 12,13,1988,Y,N,N,N,N,N,PRC,96,0,0,0,54,42,0,0,0,0,0,0,0,102 PASIR RIS ST 12,103.958041055125,1.36748427336516
102,POTONG PASIR AVE 1,16,1983,Y,Y,N,Y,N,N,TP,167,0,0,144,20,0,3,0,0,0,0,0,0,102 POTONG PASIR AVE 1,103.868810587506,1.3336901273759
102,PUNGGOL FIELD,1,2001,N,N,N,N,N,Y,PG,0,0,0,0,0,0,0,0,0,0,0,0,0,102 PUNGGOL FIELD,103.90565444548,1.39828057833462
102,RIVERVALE WALK,17,1998,Y,N,N,Y,N,N,SK,129,0,0,0,0,0,129,0,0,0,0,0,0,102 RIVERVALE WALK,103.900893229708,1.38180761026047
102,SERANGOON NTH AVE 1,4,1984,Y,N,N,N,N,N,SGN,24,0,0,16,8,0,0,0,0,0,0,0,0,102 SERANGOON NTH AVE 1,103.871153606719,1.37084327297737
102,SIMEI ST 1,11,1988,Y,N,N,Y,N,N,TAP,100,0,0,0,64,36,0,0,0,0,0,0,0,102 SIMEI ST 1,103.951355074928,1.34134724976252
102,SPOTTISWOODE PK RD,20,1973,Y,Y,N,N,N,N,BM,76,0,0,0,76,0,0,0,0,0,0,0,0,102 SPOTTISWOODE PK RD,103.836235490003,1.27472973036659
102,TAMPINES ST 11,11,1982,Y,N,N,N,N,N,TAP,140,0,0,90,50,0,0,0,0,0,0,0,0,102 TAMPINES ST 11,103.945521388285,1.34671616267656
102,TECK WHYE LANE,9,1988,Y,N,N,N,N,N,CCK,64,0,0,0,36,28,0,0,0,0,0,0,0,102 TECK WHYE LANE,103.754394432037,1.377082841385
102,TOWNER RD,4,1983,Y,Y,N,N,N,N,KWN,36,0,0,36,0,0,0,0,0,0,0,0,0,102 TOWNER RD,103.862002015145,1.32058609456907
102,WOODLANDS ST 13,12,1984,Y,N,N,Y,N,N,WL,110,0,0,65,45,0,0,0,0,0,0,0,0,102 WOODLANDS ST 13,103.781199565987,1.43608294925148
102A,BIDADARI PK DR,16,2020,Y,N,N,N,N,Y,TP,205,0,66,0,139,0,0,0,0,0,0,0,0,102A BIDADARI PK DR,103.871390657454,1.33735590005967
102A,CANBERRA ST,17,2019,Y,N,N,N,N,N,SB,190,0,0,0,94,96,0,0,0,0,0,0,0,102A CANBERRA ST,103.832227554636,1.45119390519494
102A,DEPOT RD,21,2016,Y,N,N,Y,N,N,BM,114,0,43,0,0,0,0,0,71,0,0,0,0,102A DEPOT RD,103.81333235886,1.28029134553105
102A,PUNGGOL FIELD,17,2001,Y,N,N,N,N,N,PG,85,0,0,0,28,57,0,0,0,0,0,0,0,102A PUNGGOL FIELD,103.905783553043,1.39883318313425
102A,RIVERVALE WALK,5,1997,N,N,N,N,Y,N,SK,0,0,0,0,0,0,0,0,0,0,0,0,0,102A RIVERVALE WALK,103.900075103796,1.38215139024135
102B,BIDADARI PK DR,16,2020,Y,N,N,N,N,N,TP,200,0,0,52,148,0,0,0,0,0,0,0,0,102B BIDADARI PK DR,103.871847066518,1.33622045424375
102B,CANBERRA ST,16,2019,Y,N,N,N,N,N,SB,210,0,180,30,0,0,0,0,0,0,0,0,0,102B CANBERRA ST,103.83143636512,1.45123970424367
102B,PUNGGOL FIELD,17,2001,Y,N,N,N,N,N,PG,86,0,0,0,0,86,0,0,0,0,0,0,0,102B PUNGGOL FIELD,103.905471407838,1.39908525778671
102C,CANBERRA ST,1,2020,N,N,N,N,N,Y,SB,0,0,0,0,0,0,0,0,0,0,0,0,0,102C CANBERRA ST,103.831765050319,1.4515599303551
102C,PUNGGOL FIELD,17,2000,Y,N,N,N,N,N,PG,92,0,0,0,0,92,0,0,0,0,0,0,0,102C PUNGGOL FIELD,103.90493897318,1.39876127750607
102D,PUNGGOL FIELD,16,2001,Y,N,N,N,N,N,PG,82,0,0,0,26,56,0,0,0,0,0,0,0,102D PUNGGOL FIELD,103.905249752459,1.39848070795436
103,AH HOOD RD,25,1981,Y,N,N,N,N,N,KWN,96,0,0,0,0,96,0,0,0,0,0,0,0,103 AH HOOD RD,103.844826964123,1.32796267483785
103,ALJUNIED CRES,12,1977,Y,N,N,N,N,N,GL,154,0,0,0,0,0,0,0,0,0,154,0,0,103 ALJUNIED CRES,103.883270319267,1.32051692193259
103,ANG MO KIO AVE 3,12,1977,Y,N,N,Y,N,N,AMK,131,0,0,97,33,1,0,0,0,0,0,0,0,103 ANG MO KIO AVE 3,103.839304839187,1.37101657804604
103,BEDOK NTH AVE 4,14,1976,Y,N,N,Y,N,N,BD,154,0,0,126,26,0,2,0,0,0,0,0,0,103 BEDOK NTH AVE 4,103.937542520091,1.33348258777759
103,BEDOK RESERVOIR RD,12,1985,Y,Y,N,N,N,N,BD,154,0,0,88,66,0,0,0,0,0,0,0,0,103 BEDOK RESERVOIR RD,103.909381354431,1.32877022232019
103,BISHAN ST 12,25,1986,Y,N,N,N,N,N,BH,92,0,0,0,0,84,8,0,0,0,0,0,0,103 BISHAN ST 12,103.848314162387,1.34551249132105
103,BT BATOK CTRL,13,1984,Y,N,N,Y,N,N,BB,96,0,0,4,44,48,0,0,0,0,0,0,0,103 BT BATOK CTRL,103.748034526478,1.34822368204242
103,BT PURMEI RD,11,1982,Y,Y,N,N,N,N,BM,119,0,0,68,50,1,0,0,0,0,0,0,0,103 BT PURMEI RD,103.825495615402,1.27208558524996
103,C'WEALTH CRES,10,1964,Y,N,N,N,N,N,QT,99,0,0,0,0,0,0,0,0,0,99,0,0,103 C'WEALTH CRES,103.800214004392,1.30834597039185
103,CANBERRA ST,1,2020,N,N,N,N,N,Y,SB,0,0,0,0,0,0,0,0,0,0,0,0,0,103 CANBERRA ST,103.830757597034,1.4506760541128
103,CLEMENTI ST 14,14,1984,Y,N,N,N,N,N,CL,104,0,0,0,18,86,0,0,0,0,0,0,0,103 CLEMENTI ST 14,103.769176205799,1.32258854750628
103,EDGEFIELD PLAINS,1,2001,N,N,N,N,N,Y,PG,0,0,0,0,0,0,0,0,0,0,0,0,0,103 EDGEFIELD PLAINS,103.904821824666,1.39747339816869
103,GANGSA RD,4,1986,Y,Y,N,N,N,N,BP,26,0,0,19,7,0,0,0,0,0,0,0,0,103 GANGSA RD,103.768538440957,1.37867070821171
103,HENDERSON CRES,14,1967,Y,N,N,N,N,N,BM,140,0,0,0,140,0,0,0,0,0,0,0,0,103 HENDERSON CRES,103.821375681569,1.28974209684545
103,HOUGANG AVE 1,13,1983,Y,N,N,N,N,N,HG,81,0,0,0,30,51,0,0,0,0,0,0,0,103 HOUGANG AVE 1,103.89036014824,1.35528223434405
103,JLN RAJAH,25,1983,Y,N,N,N,N,N,KWN,144,0,0,0,48,96,0,0,0,0,0,0,0,103 JLN RAJAH,103.852780650365,1.32734143333539
103,JURONG EAST ST 13,25,1982,Y,N,N,N,N,N,JE,96,0,0,0,0,96,0,0,0,0,0,0,0,103 JURONG EAST ST 13,103.738059200285,1.33668715015786
103,LENGKONG TIGA,14,1988,Y,N,N,N,N,N,BD,73,0,0,0,22,51,0,0,0,0,0,0,0,103 LENGKONG TIGA,103.910598910975,1.32585546338587
103,LOR 1 TOA PAYOH,10,1967,Y,N,N,Y,N,N,TP,159,0,0,0,0,0,0,0,0,0,159,0,0,103 LOR 1 TOA PAYOH,103.848184574089,1.34010929042644
103,PASIR RIS ST 12,13,1988,Y,N,N,N,N,N,PRC,96,0,0,0,54,42,0,0,0,0,0,0,0,103 PASIR RIS ST 12,103.958404209993,1.36769508123853
103,POTONG PASIR AVE 1,4,1983,Y,N,N,N,N,N,TP,63,0,0,62,0,0,1,0,0,0,0,0,0,103 POTONG PASIR AVE 1,103.86952371664,1.33411338676706
103,RIVERVALE WALK,17,1998,Y,N,N,Y,N,N,SK,123,0,0,0,0,0,123,0,0,0,0,0,0,103 RIVERVALE WALK,103.901208583313,1.38291146712108
103,SERANGOON NTH AVE 1,13,1984,Y,N,N,Y,N,N,SGN,144,0,0,0,144,0,0,0,0,0,0,0,0,103 SERANGOON NTH AVE 1,103.870263924296,1.37067353047523
103,SPOTTISWOODE PK RD,25,1976,Y,N,N,N,N,N,BM,94,0,0,0,0,92,2,0,0,0,0,0,0,103 SPOTTISWOODE PK RD,103.835279824837,1.27466096925721
103,TAMPINES ST 11,10,1982,Y,N,N,N,N,N,TAP,126,0,0,72,54,0,0,0,0,0,0,0,0,103 TAMPINES ST 11,103.946229920882,1.34769662535556
103,TECK WHYE LANE,9,1988,Y,Y,N,N,N,N,CCK,80,0,0,0,52,28,0,0,0,0,0,0,0,103 TECK WHYE LANE,103.753555993761,1.37713078246274
103,TOWNER RD,11,1982,Y,N,N,Y,N,N,KWN,80,0,0,0,40,40,0,0,0,0,0,0,0,103 TOWNER RD,103.861634081148,1.32064381512285
103,WOODLANDS ST 13,4,1984,Y,N,N,N,N,N,WL,32,0,0,24,8,0,0,0,0,0,0,0,0,103 WOODLANDS ST 13,103.78097673981,1.4366212320968
103,YISHUN RING RD,4,1984,Y,Y,N,N,N,N,YS,64,0,0,60,4,0,0,0,0,0,0,0,0,103 YISHUN RING RD,103.828892847163,1.43136934951878
103A,BIDADARI PK DR,17,2020,Y,N,N,N,N,N,TP,116,0,0,56,60,0,0,0,0,0,0,0,0,103A BIDADARI PK DR,103.871727597314,1.33560960429896
103A,CANBERRA ST,15,2019,Y,N,N,N,N,N,SB,224,0,140,28,56,0,0,0,0,0,0,0,0,103A CANBERRA ST,103.830534008712,1.45103006132424
103A,DEPOT RD,25,1999,Y,N,N,N,N,N,BM,96,0,0,0,96,0,0,0,0,0,0,0,0,103A DEPOT RD,103.813353428682,1.28070197642689
103A,EDGEFIELD PLAINS,17,2000,Y,N,N,N,N,N,PG,96,0,0,0,0,96,0,0,0,0,0,0,0,103A EDGEFIELD PLAINS,103.904753996381,1.39825531783982
103A,RIVERVALE WALK,5,1998,N,N,N,N,Y,N,SK,0,0,0,0,0,0,0,0,0,0,0,0,0,103A RIVERVALE WALK,103.900657577212,1.38321508933523
103B,BIDADARI PK DR,16,2020,Y,N,N,N,N,N,TP,152,0,0,76,76,0,0,0,0,0,0,0,0,103B BIDADARI PK DR,103.871337279805,1.33508945420373
103B,CANBERRA ST,15,2019,Y,N,N,N,N,N,SB,224,0,140,28,56,0,0,0,0,0,0,0,0,103B CANBERRA ST,103.831238741555,1.45056599465441
103B,DEPOT RD,20,1999,Y,N,N,N,N,N,BM,76,0,0,0,38,38,0,0,0,0,0,0,0,103B DEPOT RD,103.813135678562,1.28073692384594
103B,EDGEFIELD PLAINS,16,2000,Y,N,N,N,N,N,PG,90,0,0,0,0,90,0,0,0,0,0,0,0,103B EDGEFIELD PLAINS,103.90468537415,1.39773127538403
103C,EDGEFIELD PLAINS,16,2001,Y,N,N,N,N,N,PG,90,0,0,0,0,90,0,0,0,0,0,0,0,103C EDGEFIELD PLAINS,103.90453836308,1.39726660845387
104,ALJUNIED CRES,12,1977,Y,N,N,Y,N,N,GL,88,0,0,0,88,0,0,0,0,0,0,0,0,104 ALJUNIED CRES,103.882818111651,1.32006886595229
104,BEDOK RESERVOIR RD,15,1985,Y,N,N,N,N,N,BD,84,0,0,0,12,72,0,0,0,0,0,0,0,104 BEDOK RESERVOIR RD,103.909923721507,1.32924536652386
104,BEDOK NTH AVE 4,14,1976,Y,N,N,Y,N,N,BD,153,0,0,124,26,0,3,0,0,0,0,0,0,104 BEDOK NTH AVE 4,103.936601473643,1.3332985212474
104,BISHAN ST 12,4,1985,Y,N,N,N,N,N,BH,24,0,0,16,8,0,0,0,0,0,0,0,0,104 BISHAN ST 12,103.84803290576,1.3456750211197
104,BT BATOK CTRL,8,1984,Y,N,N,Y,N,N,BB,88,0,0,0,88,0,0,0,0,0,0,0,0,104 BT BATOK CTRL,103.747258218606,1.34899500255547
104,BT PURMEI RD,12,1983,Y,N,N,N,N,N,BM,132,0,0,88,44,0,0,0,0,0,0,0,0,104 BT PURMEI RD,103.825625504182,1.27239853587858
104,C'WEALTH CRES,10,1964,Y,N,N,Y,N,N,QT,99,0,0,0,0,0,0,0,0,0,99,0,0,104 C'WEALTH CRES,103.799976942939,1.30795875311898
104,CANBERRA ST,1,2017,N,N,N,N,N,Y,SB,0,0,0,0,0,0,0,0,0,0,0,0,0,104 CANBERRA ST,103.831896894891,1.45027967438307
104,CLEMENTI ST 14,4,1984,Y,N,N,N,N,N,CL,16,0,0,0,0,0,16,0,0,0,0,0,0,104 CLEMENTI ST 14,103.769189152266,1.32294968512724
104,GANGSA RD,10,1986,Y,N,N,N,N,N,BP,90,0,0,54,36,0,0,0,0,0,0,0,0,104 GANGSA RD,103.76796875654,1.37880399486152
104,HENDERSON CRES,12,1967,Y,N,N,N,N,N,BM,96,0,0,0,96,0,0,0,0,0,0,0,0,104 HENDERSON CRES,103.821538089569,1.2893692748935
104,HOUGANG AVE 1,4,1983,Y,Y,N,N,N,N,HG,8,0,0,8,0,0,0,0,0,0,0,0,0,104 HOUGANG AVE 1,103.890318475929,1.35478438666054
104,JLN DUSUN,4,1980,Y,N,N,N,N,N,KWN,24,0,0,0,24,0,0,0,0,0,0,0,0,104 JLN DUSUN,103.844142365034,1.32842530547543
104,JLN RAJAH,25,1983,Y,N,N,Y,N,N,KWN,144,0,0,0,48,96,0,0,0,0,0,0,0,104 JLN RAJAH,103.853262284564,1.32780496961457
104,JLN BT MERAH,12,1967,Y,N,N,N,N,N,BM,216,0,0,0,0,0,0,0,0,0,216,0,0,104 JLN BT MERAH,103.82446093445,1.28102515462893
104,JURONG EAST ST 13,4,1982,Y,Y,N,N,N,N,JE,20,0,0,20,0,0,0,0,0,0,0,0,0,104 JURONG EAST ST 13,103.737623303842,1.33658465311802
104,LENGKONG TIGA,9,1988,Y,N,N,N,N,N,BD,55,0,0,0,0,0,55,0,0,0,0,0,0,104 LENGKONG TIGA,103.909815198327,1.32563496745023
104,LOR 1 TOA PAYOH,10,1967,Y,N,N,N,N,N,TP,160,0,0,0,0,0,0,0,0,0,160,0,0,104 LOR 1 TOA PAYOH,103.849107848181,1.34010887675625
104,PASIR RIS ST 12,11,1988,Y,N,N,Y,N,N,PRC,130,0,0,0,78,52,0,0,0,0,0,0,0,104 PASIR RIS ST 12,103.958702642513,1.36795278578738
104,POTONG PASIR AVE 1,16,1984,Y,N,N,N,N,N,TP,174,0,0,122,48,0,4,0,0,0,0,0,0,104 POTONG PASIR AVE 1,103.869158899303,1.3343391689203
104,RIVERVALE WALK,17,1997,Y,N,N,N,N,N,SK,78,0,0,0,60,18,0,0,0,0,0,0,0,104 RIVERVALE WALK,103.900929877213,1.38262745864985
104,SERANGOON NTH AVE 1,4,1984,Y,N,N,N,N,N,SGN,24,0,0,16,8,0,0,0,0,0,0,0,0,104 SERANGOON NTH AVE 1,103.871086801722,1.37059316193953
104,SPOTTISWOODE PK RD,25,1976,Y,N,N,Y,N,N,BM,94,0,0,0,0,92,2,0,0,0,0,0,0,104 SPOTTISWOODE PK RD,103.834878784712,1.27442754696062
104,TAMPINES ST 11,11,1982,Y,N,N,N,N,N,TAP,119,0,0,78,40,0,1,0,0,0,0,0,0,104 TAMPINES ST 11,103.946641750013,1.34720576651075
104,TECK WHYE LANE,9,1988,Y,N,N,N,N,N,CCK,80,0,0,0,52,28,0,0,0,0,0,0,0,104 TECK WHYE LANE,103.752870448301,1.37708162127187
104,TOWNER RD,11,1982,Y,N,N,Y,N,N,KWN,90,0,0,0,40,50,0,0,0,0,0,0,0,104 TOWNER RD,103.860979745364,1.31982354462646
104,WHAMPOA DR,19,1997,Y,N,N,N,N,N,KWN,112,0,0,0,65,47,0,0,0,0,0,0,0,104 WHAMPOA DR,103.853327785421,1.3207995912383
104,WOODLANDS ST 13,13,1984,Y,N,N,N,N,N,WL,111,0,0,0,111,0,0,0,0,0,0,0,0,104 WOODLANDS ST 13,103.781576865168,1.43646587087026
104,YISHUN RING RD,1,1984,N,N,Y,N,N,N,YS,0,0,0,0,0,0,0,0,0,0,0,0,0,104 YISHUN RING RD,103.828537671885,1.43144775158984
104A,ANG MO KIO ST 11,12,1994,Y,N,N,N,N,N,AMK,60,0,0,0,0,0,60,0,0,0,0,0,0,104A ANG MO KIO ST 11,103.838803655863,1.37182700854497
104A,BIDADARI PK DR,17,2020,Y,N,N,N,N,N,TP,290,0,40,94,156,0,0,0,0,0,0,0,0,104A BIDADARI PK DR,103.870933993338,1.33532197788922
104A,CANBERRA ST,15,2017,Y,N,N,N,N,N,SB,140,0,0,42,98,0,0,0,0,0,0,0,0,104A CANBERRA ST,103.832262400576,1.45035225780871
104A,DEPOT RD,25,1998,Y,N,N,N,N,N,BM,96,0,0,0,48,48,0,0,0,0,0,0,0,104A DEPOT RD,103.812317740785,1.28045561330579
104A,EDGEFIELD PLAINS,17,2001,Y,N,N,N,N,N,PG,92,0,0,0,32,60,0,0,0,0,0,0,0,104A EDGEFIELD PLAINS,103.905054187798,1.3968057047795
104A,HENDERSON CRES,5,1997,N,N,N,N,Y,N,BM,0,0,0,0,0,0,0,0,0,0,0,0,0,104A HENDERSON CRES,103.821487214176,1.28903386001949
104B,ANG MO KIO ST 11,12,1994,Y,N,N,N,N,N,AMK,88,0,0,0,0,88,0,0,0,0,0,0,0,104B ANG MO KIO ST 11,103.838458787545,1.37151151416054
104B,CANBERRA ST,15,2017,Y,N,N,N,N,N,SB,168,0,70,28,70,0,0,0,0,0,0,0,0,104B CANBERRA ST,103.831377046227,1.45007421711069
104B,DEPOT RD,20,1998,Y,N,N,N,N,N,BM,76,0,0,0,38,38,0,0,0,0,0,0,0,104B DEPOT RD,103.812100811742,1.28049143987378
104B,EDGEFIELD PLAINS,17,2001,Y,N,N,N,N,N,PG,92,0,0,0,32,60,0,0,0,0,0,0,0,104B EDGEFIELD PLAINS,103.905303792463,1.39660886204199
104C,ANG MO KIO ST 11,5,1994,N,N,N,N,Y,N,AMK,0,0,0,0,0,0,0,0,0,0,0,0,0,104C ANG MO KIO ST 11,103.838330266768,1.37193315907216
104C,CANBERRA ST,15,2017,Y,N,N,N,N,N,SB,137,0,0,42,95,0,0,0,0,0,0,0,0,104C CANBERRA ST,103.831775965127,1.44970999451163
104C,DEPOT RD,7,1997,N,Y,N,Y,Y,N,BM,0,0,0,0,0,0,0,0,0,0,0,0,0,104C DEPOT RD,103.811571538761,1.28054680666877
104D,CANBERRA ST,15,2017,Y,N,N,N,N,N,SB,167,0,70,27,70,0,0,0,0,0,0,0,0,104D CANBERRA ST,103.83236697954,1.44985632437762
105,ALJUNIED CRES,12,1978,Y,N,N,N,N,N,GL,88,0,0,0,12,76,0,0,0,0,0,0,0,105 ALJUNIED CRES,103.882751492944,1.31946862097465
105,ANG MO KIO AVE 4,10,1977,Y,N,N,N,N,N,AMK,90,0,0,0,90,0,0,0,0,0,0,0,0,105 ANG MO KIO AVE 4,103.837601112788,1.37231328287072
105,BEDOK RESERVOIR RD,12,1985,Y,N,N,N,N,N,BD,110,0,0,66,44,0,0,0,0,0,0,0,0,105 BEDOK RESERVOIR RD,103.909112780576,1.32914437941094
105,BEDOK NTH AVE 4,14,1976,Y,Y,N,Y,N,N,BD,155,0,0,128,26,0,1,0,0,0,0,0,0,105 BEDOK NTH AVE 4,103.936517719048,1.33372280929
105,BISHAN ST 12,9,1985,Y,N,N,N,N,N,BH,116,0,0,64,50,0,0,0,0,0,0,2,0,105 BISHAN ST 12,103.847365252767,1.34589493632505
105,BIDADARI PK DR,1,2019,N,N,N,N,N,Y,TP,0,0,0,0,0,0,0,0,0,0,0,0,0,105 BIDADARI PK DR,103.870408260143,1.33378443640283
105,BT BATOK CTRL,10,1984,Y,Y,N,N,N,N,BB,81,0,0,0,81,0,0,0,0,0,0,0,0,105 BT BATOK CTRL,103.747156223784,1.3485726542005
105,BT PURMEI RD,13,1982,Y,N,N,N,N,N,BM,144,0,0,96,48,0,0,0,0,0,0,0,0,105 BT PURMEI RD,103.824703021719,1.27248301325334
105,CANBERRA ST,3,2017,N,Y,N,Y,N,N,SB,0,0,0,0,0,0,0,0,0,0,0,0,0,105 CANBERRA ST,103.832409172149,1.44885564679911
105,CLEMENTI ST 12,4,1984,Y,Y,N,N,N,N,CL,42,0,0,41,0,0,0,0,0,0,0,1,0,105 CLEMENTI ST 12,103.76988810369,1.32271179028812
105,DEPOT RD,2,2016,N,N,N,N,Y,N,BM,0,0,0,0,0,0,0,0,0,0,0,0,0,105 DEPOT RD,103.812355313333,1.28089298012014
105,EDGEFIELD PLAINS,4,2001,N,N,N,N,Y,N,PG,0,0,0,0,0,0,0,0,0,0,0,0,0,105 EDGEFIELD PLAINS,103.90559086907,1.39722938599025
105,GANGSA RD,4,1986,Y,N,N,N,N,N,BP,40,0,0,24,16,0,0,0,0,0,0,0,0,105 GANGSA RD,103.767763308976,1.37831242120574
105,HENDERSON CRES,24,1974,Y,N,N,Y,N,N,BM,270,0,0,264,0,6,0,0,0,0,0,0,0,105 HENDERSON CRES,103.822356844711,1.29021420176947
105,HOUGANG AVE 1,4,2005,N,N,Y,N,Y,N,HG,0,0,0,0,0,0,0,0,0,0,0,0,0,105 HOUGANG AVE 1,103.890130407955,1.35408273910145
105,JLN RAJAH,9,1983,Y,N,N,Y,N,N,KWN,72,0,0,0,0,0,72,0,0,0,0,0,0,105 JLN RAJAH,103.85387252356,1.32857909987613
105,JLN BT MERAH,12,1967,Y,Y,N,Y,N,N,BM,324,0,0,0,0,0,0,0,0,306,18,0,0,105 JLN BT MERAH,103.824935469367,1.28063239751755
105,JURONG EAST ST 13,12,1982,Y,N,N,N,N,N,JE,98,0,0,0,98,0,0,0,0,0,0,0,0,105 JURONG EAST ST 13,103.738527627347,1.33738746819329
105,LENGKONG TIGA,4,1988,Y,N,N,N,N,N,BD,8,0,0,0,0,0,8,0,0,0,0,0,0,105 LENGKONG TIGA,103.91011217937,1.32564831471452
105,LOR 1 TOA PAYOH,10,1967,Y,N,N,N,N,N,TP,160,0,0,0,0,0,0,0,0,0,160,0,0,105 LOR 1 TOA PAYOH,103.849109442063,1.3404226406096
105,PASIR RIS ST 12,11,1988,Y,N,N,Y,N,N,PRC,120,0,0,0,68,52,0,0,0,0,0,0,0,105 PASIR RIS ST 12,103.957538790848,1.36843792148695
105,POTONG PASIR AVE 1,16,1984,Y,N,N,Y,N,N,TP,178,0,0,152,26,0,0,0,0,0,0,0,0,105 POTONG PASIR AVE 1,103.868696835165,1.33442373227683
105,RIVERVALE WALK,17,1997,Y,N,N,N,N,N,SK,78,0,0,0,60,18,0,0,0,0,0,0,0,105 RIVERVALE WALK,103.900711925224,1.38215613071495
105,SERANGOON NTH AVE 1,13,1983,Y,N,N,N,N,N,SGN,120,0,0,120,0,0,0,0,0,0,0,0,0,105 SERANGOON NTH AVE 1,103.870225980491,1.37024745860601
105,SIMEI ST 1,4,1987,Y,N,N,N,N,N,TAP,32,0,0,0,0,0,32,0,0,0,0,0,0,105 SIMEI ST 1,103.950742498791,1.34092459427981
105,SPOTTISWOODE PK RD,25,1976,Y,N,N,N,N,N,BM,94,0,0,0,0,92,2,0,0,0,0,0,0,105 SPOTTISWOODE PK RD,103.834482197156,1.27380075624949
105,TAMPINES ST 11,11,1982,Y,N,N,N,N,N,TAP,119,0,0,78,40,0,1,0,0,0,0,0,0,105 TAMPINES ST 11,103.947177564477,1.3480931246949
105,TECK WHYE LANE,12,1987,Y,N,N,N,N,N,CCK,132,0,0,65,66,0,0,0,0,0,0,1,0,105 TECK WHYE LANE,103.7529943035,1.37765001961331
105,TOWNER RD,25,1984,Y,N,N,Y,N,N,KWN,275,0,0,120,155,0,0,0,0,0,0,0,0,105 TOWNER RD,103.861346713506,1.3208130428228
105,WOODLANDS ST 13,13,1984,Y,Y,N,N,N,N,WL,111,0,0,0,111,0,0,0,0,0,0,0,0,105 WOODLANDS ST 13,103.781579113316,1.43684476168491
105,YISHUN RING RD,1,1984,N,N,Y,N,N,N,YS,0,0,0,0,0,0,0,0,0,0,0,0,0,105 YISHUN RING RD,103.828114256975,1.43171836662838
105A,BIDADARI PK DR,17,2019,Y,Y,N,N,N,N,TP,64,0,0,0,28,36,0,0,0,0,0,0,0,105A BIDADARI PK DR,103.870430572231,1.33400699237548
105A,DEPOT RD,21,2016,Y,N,N,N,N,N,BM,160,0,0,80,80,0,0,0,0,0,0,0,0,105A DEPOT RD,103.811405730352,1.28107116546835
105A,EDGEFIELD PLAINS,17,2001,Y,N,N,N,N,N,PG,85,0,0,0,28,57,0,0,0,0,0,0,0,105A EDGEFIELD PLAINS,103.905729497383,1.3969413315622
105A,JLN BT MERAH,1,2003,N,N,N,N,N,Y,BM,0,0,0,0,0,0,0,0,0,0,0,0,0,105A JLN BT MERAH,103.824258381594,1.28066118670896
105B,BIDADARI PK DR,17,2019,Y,N,N,N,N,N,TP,92,0,0,0,54,38,0,0,0,0,0,0,0,105B BIDADARI PK DR,103.870490405284,1.33347403879152
105B,DEPOT RD,1,2017,N,N,N,N,N,Y,BM,0,0,0,0,0,0,0,0,0,0,0,0,0,105B DEPOT RD,103.811133013507,1.28110806806352
105B,EDGEFIELD PLAINS,17,2001,Y,N,N,N,N,N,PG,85,0,0,0,28,57,0,0,0,0,0,0,0,105B EDGEFIELD PLAINS,103.906002280084,1.39720646427031
105C,EDGEFIELD PLAINS,17,2001,Y,N,N,N,N,N,PG,85,0,0,0,28,57,0,0,0,0,0,0,0,105C EDGEFIELD PLAINS,103.905598767902,1.39767203537129
105D,EDGEFIELD PLAINS,17,2001,Y,N,N,Y,N,N,PG,85,0,0,0,28,57,0,0,0,0,0,0,0,105D EDGEFIELD PLAINS,103.905229593145,1.39717530895925
106,ALJUNIED CRES,12,1978,Y,Y,N,Y,N,N,GL,194,0,0,167,22,4,0,0,0,0,0,1,0,106 ALJUNIED CRES,103.882900918125,1.31905494962151
106,ANG MO KIO AVE 4,11,1977,Y,N,N,Y,N,N,AMK,138,0,0,115,20,2,0,0,0,0,0,1,0,106 ANG MO KIO AVE 4,103.837486061851,1.37193370323489
106,BEDOK NTH AVE 4,13,1977,Y,N,N,N,N,N,BD,168,0,34,0,0,0,0,0,0,0,134,0,0,106 BEDOK NTH AVE 4,103.937087136194,1.33445895034228
106,BEDOK RESERVOIR RD,12,1985,Y,N,N,N,N,N,BD,110,0,0,0,110,0,0,0,0,0,0,0,0,106 BEDOK RESERVOIR RD,103.909381688756,1.32950152189669
106,BIDADARI PK DR,3,2019,N,Y,N,N,Y,N,TP,0,0,0,0,0,0,0,0,0,0,0,0,0,106 BIDADARI PK DR,103.870796085779,1.33369947750043
106,BISHAN ST 12,13,1985,Y,Y,N,N,N,N,BH,96,0,0,0,96,0,0,0,0,0,0,0,0,106 BISHAN ST 12,103.847847191353,1.34610070068315
106,BT PURMEI RD,13,1983,Y,N,N,N,N,N,BM,123,0,0,51,72,0,0,0,0,0,0,0,0,106 BT PURMEI RD,103.825626826099,1.2729893703256
106,BT BATOK CTRL,8,1984,Y,N,N,Y,N,N,BB,100,0,0,0,100,0,0,0,0,0,0,0,0,106 BT BATOK CTRL,103.74718849849,1.3482223088624
106,C'WEALTH CRES,10,1964,Y,N,N,N,N,N,QT,99,0,0,0,0,0,0,0,0,0,99,0,0,106 C'WEALTH CRES,103.799591309893,1.3082260330781
106,CANBERRA ST,4,2016,N,N,N,N,Y,N,SB,0,0,0,0,0,0,0,0,0,0,0,0,0,106 CANBERRA ST,103.832773396234,1.44913843217997
