blk_no,street,max_floor_lvl,year_completed,residential,commercial,market_hawker,miscellaneous,multistorey_carpark,precinct_pavilion,bldg_contract_town,total_dwelling_units,1room_sold,2room_sold,3room_sold,4room_sold,5room_sold,exec_sold,multigen_sold,studio_apartment_sold,1room_rental,2room_rental,3room_rental,other_room_rental,Address,Longitude,Latitude
151,BT BATOK ST 11,4,1985,N,Y,N,N,N,N,BB,0,0,0,0,0,0,0,0,0,0,0,0,0,151 BT BATOK ST 11,103.744211483999,1.34874703502592
151,JLN TECK WHYE,10,1996,Y,Y,N,Y,N,N,CCK,90,0,0,0,90,0,0,0,0,0,0,0,0,151 JLN TECK WHYE,103.757251128701,1.37841061448898
151,MEI LING ST,10,1968,Y,N,N,Y,N,N,QT,196,0,0,0,0,0,0,0,0,196,0,0,0,151 MEI LING ST,103.803041799867,1.29457100663617
151,PASIR RIS ST 13,9,1993,Y,N,N,N,N,N,PRC,46,0,0,0,22,24,0,0,0,0,0,0,0,151 PASIR RIS ST 13,103.962482348299,1.36305391301486
151,PETIR RD,13,1988,Y,N,N,N,N,N,BP,60,0,0,0,0,0,60,0,0,0,0,0,0,151 PETIR RD,103.766171200009,1.37712962824254
151,RIVERVALE CRES,17,2005,Y,N,N,N,N,N,SK,98,0,0,0,32,66,0,0,0,0,0,0,0,151 RIVERVALE CRES,103.905897483327,1.39202334402453
151,SERANGOON NTH AVE 2,4,1985,Y,Y,N,N,N,N,SGN,89,0,0,70,18,1,0,0,0,0,0,0,0,151 SERANGOON NTH AVE 2,103.873778334096,1.36934535015796
151,SIMEI ST 1,11,1987,Y,Y,N,N,N,N,TAP,80,0,0,0,44,36,0,0,0,0,0,0,0,151 SIMEI ST 1,103.957268859643,1.34575482659138
151,TAMPINES ST 12,11,1983,Y,N,N,Y,N,N,TAP,116,0,0,0,0,0,116,0,0,0,0,0,0,151 TAMPINES ST 12,103.943793356408,1.35140047388047
151,WOODLANDS ST 13,12,1984,Y,N,N,N,N,N,WL,110,0,0,66,44,0,0,0,0,0,0,0,0,151 WOODLANDS ST 13,103.774232531847,1.43542679398387
151,YISHUN ST 11,12,1984,Y,N,N,Y,N,N,YS,110,0,0,66,44,0,0,0,0,0,0,0,0,151 YISHUN ST 11,103.83426814362,1.4308063369681
151,YUNG HO RD,15,1990,Y,Y,N,N,N,N,JW,72,0,0,0,0,0,72,0,0,0,0,0,0,151 YUNG HO RD,103.721288499183,1.32676126001247
151A,BISHAN ST 11,1,1997,N,N,Y,N,N,N,BH,0,0,0,0,0,0,0,0,0,0,0,0,0,151A BISHAN ST 11,103.85518263561,1.34548233893584
151A,JLN TECK WHYE,1,1996,N,N,N,N,N,Y,CCK,0,0,0,0,0,0,0,0,0,0,0,0,0,151A JLN TECK WHYE,103.756717587998,1.37810393084604
151A,MEI LING ST,1,2001,N,N,N,N,N,Y,QT,0,0,0,0,0,0,0,0,0,0,0,0,0,151A MEI LING ST,103.803016865962,1.29485943657081
151A,SERANGOON NTH AVE 2,2,1985,N,Y,N,N,N,N,SGN,0,0,0,0,0,0,0,0,0,0,0,0,0,151A SERANGOON NTH AVE 2,103.873492369263,1.36953424620889
152,ANG MO KIO AVE 5,12,1980,Y,N,N,N,N,N,AMK,130,0,0,105,22,1,1,0,0,0,0,1,0,152 ANG MO KIO AVE 5,103.840159506601,1.3766876256746
152,BEDOK STH RD,1,2022,N,N,N,N,N,Y,BD,0,0,0,0,0,0,0,0,0,0,0,0,0,152 BEDOK STH RD,103.947665978593,1.31804234817897
152,BISHAN ST 11,4,1987,Y,Y,N,N,N,N,BH,17,0,0,9,8,0,0,0,0,0,0,0,0,152 BISHAN ST 11,103.854641447626,1.34565720294218
152,BT BATOK ST 11,4,1985,Y,Y,N,N,N,N,BB,26,0,0,26,0,0,0,0,0,0,0,0,0,152 BT BATOK ST 11,103.744257268105,1.34830189530172
152,GANGSA RD,21,1997,Y,N,N,N,N,N,BP,80,0,0,0,0,80,0,0,0,0,0,0,0,152 GANGSA RD,103.765922512219,1.3752246947281
152,JLN TECK WHYE,15,1996,Y,N,N,N,N,N,CCK,104,0,0,0,104,0,0,0,0,0,0,0,0,152 JLN TECK WHYE,103.758023837892,1.37881790510246
152,LOR 2 TOA PAYOH,40,2005,Y,N,N,N,N,N,TP,229,0,0,0,156,73,0,0,0,0,0,0,0,152 LOR 2 TOA PAYOH,103.845891140252,1.33416708512554
152,MEI LING ST,12,1968,Y,Y,N,N,N,N,QT,80,0,0,79,0,0,0,0,0,0,0,1,0,152 MEI LING ST,103.802625136923,1.29383157604314
152,PASIR RIS ST 13,9,1993,Y,N,N,N,N,N,PRC,30,0,0,0,0,0,30,0,0,0,0,0,0,152 PASIR RIS ST 13,103.962247999674,1.36374137521076
152,RIVERVALE CRES,17,2005,Y,N,N,Y,N,N,SK,96,0,0,0,32,64,0,0,0,0,0,0,0,152 RIVERVALE CRES,103.906213093122,1.39177826776401
152,SERANGOON NTH AVE 1,4,1985,Y,Y,N,N,N,N,SGN,58,0,0,48,10,0,0,0,0,0,0,0,0,152 SERANGOON NTH AVE 1,103.872613997697,1.36934726797811
152,WOODLANDS ST 13,12,1984,Y,N,N,N,N,N,WL,110,0,0,66,44,0,0,0,0,0,0,0,0,152 WOODLANDS ST 13,103.77423129783,1.43506711706505
152,YISHUN ST 11,4,1984,Y,N,N,N,N,N,YS,24,0,0,24,0,0,0,0,0,0,0,0,0,152 YISHUN ST 11,103.834755026459,1.4310397754087
152,YUNG HO RD,13,1989,Y,Y,N,N,N,N,JW,100,0,0,0,100,0,0,0,0,0,0,0,0,152 YUNG HO RD,103.720708632369,1.32707670709847
152A,BEDOK STH RD,16,2021,Y,Y,N,Y,N,N,BD,123,0,28,0,41,54,0,0,0,0,0,0,0,152A BEDOK STH RD,103.947397456277,1.31767817684758
152A,BISHAN ST 11,3,1987,N,Y,N,N,Y,N,BH,0,0,0,0,0,0,0,0,0,0,0,0,0,152A BISHAN ST 11,103.85482517383,1.34517766184218
152A,GANGSA RD,5,1997,N,Y,N,N,Y,N,BP,0,0,0,0,0,0,0,0,0,0,0,0,0,152A GANGSA RD,103.765438473784,1.37552182453518
152A,SERANGOON NTH AVE 1,1,1985,N,Y,N,N,N,N,SGN,0,0,0,0,0,0,0,0,0,0,0,0,0,152A SERANGOON NTH AVE 1,103.872742681692,1.36978741062913
152B,BEDOK STH RD,16,2021,Y,N,N,Y,N,N,BD,103,0,45,0,28,30,0,0,0,0,0,0,0,152B BEDOK STH RD,103.947304749013,1.31817123395165
152B,BISHAN ST 11,16,2010,Y,N,N,Y,N,N,BH,176,0,29,0,0,0,0,0,147,0,0,0,0,152B BISHAN ST 11,103.854098182349,1.3453342006773
152B,SERANGOON NTH AVE 1,1,1985,N,Y,N,N,N,N,SGN,0,0,0,0,0,0,0,0,0,0,0,0,0,152B SERANGOON NTH AVE 1,103.87303579046,1.36979940374161
152C,BEDOK STH RD,16,2021,Y,N,N,Y,N,N,BD,90,0,0,0,30,60,0,0,0,0,0,0,0,152C BEDOK STH RD,103.947012423053,1.31871703752085
153,ANG MO KIO AVE 5,12,1980,Y,N,N,N,N,N,AMK,128,0,0,102,22,1,3,0,0,0,0,0,0,153 ANG MO KIO AVE 5,103.842056476563,1.37635745661369
153,BEDOK STH RD,1,2022,N,N,N,N,N,Y,BD,0,0,0,0,0,0,0,0,0,0,0,0,0,153 BEDOK STH RD,103.946987605198,1.31904562868654
153,BISHAN ST 13,9,1987,Y,N,N,Y,N,N,BH,112,0,0,0,56,56,0,0,0,0,0,0,0,153 BISHAN ST 13,103.855078297214,1.34608595890118
153,BT BATOK ST 11,4,1985,N,Y,N,N,N,N,BB,0,0,0,0,0,0,0,0,0,0,0,0,0,153 BT BATOK ST 11,103.744457711595,1.34771260329352
153,GANGSA RD,23,1998,Y,N,N,N,N,N,BP,88,0,0,0,0,88,0,0,0,0,0,0,0,153 GANGSA RD,103.765518982199,1.37497216679058
153,JLN TECK WHYE,29,2020,Y,Y,N,Y,N,Y,CCK,126,0,126,0,0,0,0,0,0,0,0,0,0,153 JLN TECK WHYE,103.758554890844,1.37915123926616
153,LOR 2 TOA PAYOH,30,1998,Y,N,N,N,N,N,TP,140,0,0,0,29,111,0,0,0,0,0,0,0,153 LOR 2 TOA PAYOH,103.845723776813,1.3335705754336
153,MEI LING ST,12,1968,Y,Y,N,N,N,N,QT,80,0,0,80,0,0,0,0,0,0,0,0,0,153 MEI LING ST,103.803137926845,1.29381445284903
153,PASIR RIS ST 13,8,1994,Y,N,N,N,N,N,PRC,28,0,0,0,0,0,28,0,0,0,0,0,0,153 PASIR RIS ST 13,103.962721051357,1.36364394345332
153,RIVERVALE CRES,17,2005,Y,N,N,Y,N,N,SK,96,0,0,0,96,0,0,0,0,0,0,0,0,153 RIVERVALE CRES,103.906579847889,1.39134013970454
153,SERANGOON NTH AVE 1,4,1986,Y,Y,N,N,N,N,SGN,112,0,0,101,11,0,0,0,0,0,0,0,0,153 SERANGOON NTH AVE 1,103.872312298412,1.36995099685808
153,SIMEI ST 1,11,1987,Y,N,N,Y,N,N,TAP,80,0,0,0,44,36,0,0,0,0,0,0,0,153 SIMEI ST 1,103.957207660008,1.3452227593795
153,WOODLANDS ST 13,4,1984,Y,N,N,N,N,N,WL,32,0,0,0,0,0,0,0,0,0,0,0,32,153 WOODLANDS ST 13,103.77486484167,1.43541251164649
153,YISHUN ST 11,12,1984,Y,N,N,N,N,N,YS,113,0,0,67,45,1,0,0,0,0,0,0,0,153 YISHUN ST 11,103.834264424083,1.43116848559462
153,YUNG HO RD,15,1989,Y,Y,N,Y,N,N,JW,112,0,0,0,112,0,0,0,0,0,0,0,0,153 YUNG HO RD,103.721043765241,1.32748327992351
153A,BEDOK STH RD,16,2021,Y,N,N,N,N,N,BD,103,0,0,0,75,28,0,0,0,0,0,0,0,153A BEDOK STH RD,103.946995231796,1.31936776676122
153A,LOR 1 TOA PAYOH,19,1997,Y,N,N,N,N,N,TP,72,0,0,0,36,36,0,0,0,0,0,0,0,153A LOR 1 TOA PAYOH,103.845233136341,1.3337138280505
153A,MEI LING ST,1,2001,N,N,N,N,N,Y,QT,0,0,0,0,0,0,0,0,0,0,0,0,0,153A MEI LING ST,103.802945443955,1.29392341185957
153A,SERANGOON NTH AVE 1,2,1986,N,Y,N,N,N,N,SGN,0,0,0,0,0,0,0,0,0,0,0,0,0,153A SERANGOON NTH AVE 1,103.871952820503,1.36965187438477
153B,BEDOK STH RD,18,2021,Y,N,N,N,N,N,BD,100,0,0,0,32,68,0,0,0,0,0,0,0,153B BEDOK STH RD,103.946370356432,1.31906119758746
153C,BEDOK STH RD,18,2021,Y,N,N,N,N,N,BD,117,0,0,0,83,34,0,0,0,0,0,0,0,153C BEDOK STH RD,103.946523452962,1.31860853270671
154,ANG MO KIO AVE 5,12,1980,Y,N,N,Y,N,N,AMK,128,0,0,101,22,2,2,0,0,0,0,1,0,154 ANG MO KIO AVE 5,103.841230957516,1.37626067387977
154,BEDOK STH RD,7,2021,N,N,N,N,Y,N,BD,0,0,0,0,0,0,0,0,0,0,0,0,0,154 BEDOK STH RD,103.946338598685,1.31789091823444
154,BISHAN ST 13,9,1987,Y,N,N,Y,N,N,BH,104,0,0,0,64,40,0,0,0,0,0,0,0,154 BISHAN ST 13,103.855033173199,1.34662507482215
154,BT BATOK ST 11,4,1985,Y,Y,N,N,N,N,BB,13,0,0,13,0,0,0,0,0,0,0,0,0,154 BT BATOK ST 11,103.743984048754,1.34773558349504
154,GANGSA RD,25,1998,Y,N,N,N,N,N,BP,96,0,0,0,0,96,0,0,0,0,0,0,0,154 GANGSA RD,103.765109335954,1.37481680083006
154,HOUGANG ST 11,11,1984,Y,N,N,Y,N,N,HG,144,0,0,103,41,0,0,0,0,0,0,0,0,154 HOUGANG ST 11,103.880173191904,1.3522029527063
154,JLN TECK WHYE,16,1996,Y,N,N,N,N,N,CCK,122,0,0,0,62,60,0,0,0,0,0,0,0,154 JLN TECK WHYE,103.757746962906,1.37964487632189
154,LOR 2 TOA PAYOH,30,1999,Y,N,N,N,N,N,TP,140,0,0,0,53,87,0,0,0,0,0,0,0,154 LOR 2 TOA PAYOH,103.846165629616,1.3332878303261
154,MEI LING ST,16,1968,Y,Y,N,N,N,N,QT,140,0,0,140,0,0,0,0,0,0,0,0,0,154 MEI LING ST,103.803742526958,1.29361494016312
154,PASIR RIS ST 13,8,1994,Y,N,N,N,N,N,PRC,28,0,0,0,0,0,28,0,0,0,0,0,0,154 PASIR RIS ST 13,103.963274048303,1.3632454509068
154,RIVERVALE CRES,17,2005,Y,N,N,Y,N,N,SK,96,0,0,0,96,0,0,0,0,0,0,0,0,154 RIVERVALE CRES,103.906909105887,1.3910358918062
154,SERANGOON NTH AVE 1,4,1986,Y,Y,N,N,N,N,SGN,88,0,0,67,20,1,0,0,0,0,0,0,0,154 SERANGOON NTH AVE 1,103.873115537451,1.37012983399512
154,SIMEI ST 1,11,1987,Y,N,N,Y,N,N,TAP,120,0,0,0,48,72,0,0,0,0,0,0,0,154 SIMEI ST 1,103.956996641927,1.34480692542205
154,WOODLANDS ST 13,10,1984,Y,Y,N,N,N,N,WL,90,0,0,0,90,0,0,0,0,0,0,0,0,154 WOODLANDS ST 13,103.77543005533,1.43468716061317
154,YISHUN ST 11,12,1984,Y,N,N,N,N,N,YS,88,0,0,0,12,76,0,0,0,0,0,0,0,154 YISHUN ST 11,103.834321462185,1.43151402272611
154,YUNG HO RD,13,1990,Y,Y,N,Y,N,N,JW,74,0,0,0,0,0,74,0,0,0,0,0,0,154 YUNG HO RD,103.721781699843,1.32712439587226
154A,BEDOK STH RD,18,2021,Y,N,N,N,N,N,BD,153,0,68,0,85,0,0,0,0,0,0,0,0,154A BEDOK STH RD,103.946753679727,1.3181828876969
154A,BT BATOK WEST AVE 8,5,1996,N,Y,Y,N,Y,N,BB,0,0,0,0,0,0,0,0,0,0,0,0,0,154A BT BATOK WEST AVE 8,103.743698106143,1.34737180152613
154A,JLN TECK WHYE,5,1996,N,N,N,N,Y,N,CCK,0,0,0,0,0,0,0,0,0,0,0,0,0,154A JLN TECK WHYE,103.757531556198,1.37918637147347
154B,BEDOK STH RD,18,2021,Y,N,N,N,N,N,BD,151,0,68,0,83,0,0,0,0,0,0,0,0,154B BEDOK STH RD,103.946902226539,1.31772321409025
155,ANG MO KIO AVE 4,11,1980,Y,N,N,N,N,N,AMK,155,0,0,130,20,2,3,0,0,0,0,0,0,155 ANG MO KIO AVE 4,103.840067482919,1.37587723828643
155,BEDOK STH AVE 3,4,1985,Y,N,N,N,N,N,BD,8,0,0,0,0,0,8,0,0,0,0,0,0,155 BEDOK STH AVE 3,103.946080891889,1.31857405442007
155,BISHAN ST 13,22,1987,Y,N,N,N,N,N,BH,114,0,0,0,12,102,0,0,0,0,0,0,0,155 BISHAN ST 13,103.85590556522,1.3462270923831
155,BT BATOK ST 11,1,1985,N,Y,N,N,N,N,BB,0,0,0,0,0,0,0,0,0,0,0,0,0,155 BT BATOK ST 11,103.743595035,1.3480262095627
155,GANGSA RD,25,1998,Y,N,N,N,N,N,BP,96,0,0,0,0,0,96,0,0,0,0,0,0,155 GANGSA RD,103.765028861819,1.37531520951441
155,HOUGANG ST 11,13,1984,Y,N,N,N,N,N,HG,96,0,0,0,96,0,0,0,0,0,0,0,0,155 HOUGANG ST 11,103.880292681446,1.35265338944725
155,JLN TECK WHYE,16,1996,Y,N,N,N,N,N,CCK,107,0,0,0,47,60,0,0,0,0,0,0,0,155 JLN TECK WHYE,103.75716507033,1.37893693677123
155,LOR 1 TOA PAYOH,30,1998,Y,N,N,N,N,N,TP,140,0,0,0,140,0,0,0,0,0,0,0,0,155 LOR 1 TOA PAYOH,103.845588638625,1.33279631135029
155,MEI LING ST,12,1969,Y,N,N,N,N,N,QT,144,0,0,0,0,0,0,0,0,0,144,0,0,155 MEI LING ST,103.804786079278,1.29297845870704
155,PASIR RIS ST 13,9,1993,Y,N,N,N,N,N,PRC,46,0,0,0,0,0,46,0,0,0,0,0,0,155 PASIR RIS ST 13,103.96353616671,1.36342608700505
155,RIVERVALE CRES,17,2005,Y,N,N,N,N,N,SK,98,0,0,0,32,66,0,0,0,0,0,0,0,155 RIVERVALE CRES,103.907208774203,1.3906986624878
155,SIMEI RD,11,1988,Y,N,N,Y,N,N,TAP,120,0,0,0,68,52,0,0,0,0,0,0,0,155 SIMEI RD,103.958210105786,1.34469945127151
155,WOODLANDS ST 13,12,1984,Y,N,N,N,N,N,WL,110,0,0,66,44,0,0,0,0,0,0,0,0,155 WOODLANDS ST 13,103.774586932224,1.43473447528056
155,YISHUN ST 11,12,1984,Y,N,N,N,N,N,YS,88,0,0,0,12,76,0,0,0,0,0,0,0,155 YISHUN ST 11,103.834255994974,1.43188685735306
155,YUNG LOH RD,20,1994,Y,N,N,N,N,N,JW,76,0,0,0,76,0,0,0,0,0,0,0,0,155 YUNG LOH RD,103.722407547175,1.32767173847341
155A,PASIR RIS ST 13,1,1993,N,N,N,N,N,Y,PRC,0,0,0,0,0,0,0,0,0,0,0,0,0,155A PASIR RIS ST 13,103.963328471771,1.36383202855598
155A,YUNG LOH RD,5,1994,N,N,N,N,Y,N,JW,0,0,0,0,0,0,0,0,0,0,0,0,0,155A YUNG LOH RD,103.722304797182,1.32815037439142
156,ANG MO KIO AVE 4,11,1980,Y,N,N,N,N,N,AMK,155,0,0,130,20,5,0,0,0,0,0,0,0,156 ANG MO KIO AVE 4,103.839947470774,1.37549519574964
156,BEDOK STH AVE 3,12,1985,Y,N,N,N,N,N,BD,88,0,0,0,48,40,0,0,0,0,0,0,0,156 BEDOK STH AVE 3,103.945481750941,1.31828663769919
156,BISHAN ST 13,22,1987,Y,N,N,N,N,N,BH,114,0,0,0,12,102,0,0,0,0,0,0,0,156 BISHAN ST 13,103.856581140233,1.34532332600273
156,BT BATOK ST 11,1,1985,N,Y,N,Y,N,N,BB,0,0,0,0,0,0,0,0,0,0,0,0,0,156 BT BATOK ST 11,103.743842009803,1.34836489977938
156,HOUGANG ST 11,11,1984,Y,N,N,N,N,N,HG,80,0,0,0,12,68,0,0,0,0,0,0,0,156 HOUGANG ST 11,103.879594937532,1.35252680179377
156,JLN TECK WHYE,21,1996,Y,N,N,N,N,N,CCK,80,0,0,0,0,80,0,0,0,0,0,0,0,156 JLN TECK WHYE,103.756635416804,1.37883825439681
156,LOR 1 TOA PAYOH,18,1997,Y,N,N,N,N,N,TP,120,0,0,0,88,32,0,0,0,0,0,0,0,156 LOR 1 TOA PAYOH,103.845206893398,1.33256473217629
156,MEI LING ST,12,1969,Y,N,N,N,N,N,QT,144,0,0,0,0,0,0,0,0,0,144,0,0,156 MEI LING ST,103.804409402264,1.29298524272052
156,PASIR RIS ST 13,9,1993,Y,Y,N,N,N,N,PRC,28,0,0,0,0,0,28,0,0,0,0,0,0,156 PASIR RIS ST 13,103.96289534923,1.3640836452932
156,RIVERVALE CRES,17,2005,Y,N,N,N,N,N,SK,146,0,0,0,146,0,0,0,0,0,0,0,0,156 RIVERVALE CRES,103.907428124115,1.39110869598936
156,SIMEI RD,11,1988,Y,Y,N,N,N,N,TAP,80,0,0,0,44,36,0,0,0,0,0,0,0,156 SIMEI RD,103.958719815836,1.34515048204718
156,TAMPINES ST 12,11,1983,Y,N,N,Y,N,N,TAP,84,0,0,0,0,0,84,0,0,0,0,0,0,156 TAMPINES ST 12,103.945090000876,1.35162194359965
156,WOODLANDS ST 13,4,1985,Y,N,N,N,N,N,WL,40,0,0,0,40,0,0,0,0,0,0,0,0,156 WOODLANDS ST 13,103.774283872761,1.43421027208486
156,YISHUN ST 11,4,1984,Y,Y,N,N,N,N,YS,25,0,0,18,5,1,1,0,0,0,0,0,0,156 YISHUN ST 11,103.833567756794,1.43188761932588
156,YUNG LOH RD,15,1994,Y,N,N,Y,N,N,JW,88,0,0,0,36,52,0,0,0,0,0,0,0,156 YUNG LOH RD,103.72178882686,1.3278904095167
156A,LOR 1 TOA PAYOH,5,1997,N,N,N,N,Y,N,TP,0,0,0,0,0,0,0,0,0,0,0,0,0,156A LOR 1 TOA PAYOH,103.845263790401,1.33315256183326
156A,MEI LING ST,1,2005,N,N,N,N,N,Y,QT,0,0,0,0,0,0,0,0,0,0,0,0,0,156A MEI LING ST,103.804250772001,1.29265970040214
156A,RIVERVALE CRES,6,2005,N,Y,N,N,Y,N,SK,0,0,0,0,0,0,0,0,0,0,0,0,0,156A RIVERVALE CRES,103.906957251108,1.39166448563591
156B,RIVERVALE CRES,1,2005,N,N,N,N,N,Y,SK,0,0,0,0,0,0,0,0,0,0,0,0,0,156B RIVERVALE CRES,103.906514317173,1.39200842694867
157,ANG MO KIO AVE 4,4,1981,Y,Y,N,N,N,N,AMK,47,0,0,46,0,0,0,0,0,0,0,1,0,157 ANG MO KIO AVE 4,103.839395071769,1.37530562109722
157,BEDOK STH AVE 3,13,1984,Y,N,N,N,N,N,BD,96,0,0,0,96,0,0,0,0,0,0,0,0,157 BEDOK STH AVE 3,103.945715581305,1.31873607930176
157,BISHAN ST 13,22,1987,Y,N,N,N,N,N,BH,114,0,0,0,12,102,0,0,0,0,0,0,0,157 BISHAN ST 13,103.856679995938,1.34605755352171
157,BT BATOK ST 11,4,1985,Y,Y,N,N,N,N,BB,17,0,0,17,0,0,0,0,0,0,0,0,0,157 BT BATOK ST 11,103.743422087347,1.34836899457739
157,HOUGANG ST 11,4,1984,Y,N,N,N,N,N,HG,12,0,0,0,0,0,12,0,0,0,0,0,0,157 HOUGANG ST 11,103.879702918983,1.3530146139872
157,JLN TECK WHYE,16,1996,Y,N,N,N,N,N,CCK,120,0,0,0,120,0,0,0,0,0,0,0,0,157 JLN TECK WHYE,103.756782882659,1.37918786548209
157,LOR 1 TOA PAYOH,11,1971,Y,N,N,Y,N,N,TP,353,0,0,346,0,7,0,0,0,0,0,0,0,157 LOR 1 TOA PAYOH,103.845452861739,1.33220626321248
157,MEI LING ST,16,1969,Y,Y,N,N,N,N,QT,140,0,0,140,0,0,0,0,0,0,0,0,0,157 MEI LING ST,103.803730242156,1.29311193242125
157,PASIR RIS ST 13,9,1993,Y,N,N,N,N,N,PRC,29,0,0,0,0,0,29,0,0,0,0,0,0,157 PASIR RIS ST 13,103.962666631803,1.36430485980042
157,SERANGOON NTH AVE 1,16,2016,Y,N,N,N,N,N,SGN,195,0,0,0,0,0,0,0,0,90,105,0,0,157 SERANGOON NTH AVE 1,103.869239467549,1.37115656789602
157,SIMEI RD,11,1988,Y,N,N,N,N,N,TAP,80,0,0,0,44,36,0,0,0,0,0,0,0,157 SIMEI RD,103.959417493708,1.34462159576141
157,TAMPINES ST 12,12,1983,Y,N,N,N,N,N,TAP,153,0,0,130,22,0,1,0,0,0,0,0,0,157 TAMPINES ST 12,103.945003856886,1.35107329077378
157,WOODLANDS ST 13,12,1984,Y,N,N,N,N,N,WL,110,0,0,66,44,0,0,0,0,0,0,0,0,157 WOODLANDS ST 13,103.774783081105,1.43437664621496
157,YISHUN ST 11,12,1984,Y,N,N,Y,N,N,YS,108,0,0,84,22,0,2,0,0,0,0,0,0,157 YISHUN ST 11,103.834091373479,1.43221790096871
157,YUNG LOH RD,18,1994,Y,N,N,N,N,N,JW,96,0,0,0,28,68,0,0,0,0,0,0,0,157 YUNG LOH RD,103.721651422673,1.32861633614014
157A,MEI LING ST,6,2001,N,N,N,N,Y,N,QT,0,0,0,0,0,0,0,0,0,0,0,0,0,157A MEI LING ST,103.803459251407,1.29336552530295
157A,RIVERVALE CRES,18,2001,Y,N,N,N,N,N,SK,102,0,0,0,34,68,0,0,0,0,0,0,0,157A RIVERVALE CRES,103.908392900982,1.38785512397153
157A,SERANGOON NTH AVE 1,1,2016,N,Y,N,N,N,N,SGN,0,0,0,0,0,0,0,0,0,0,0,0,0,157A SERANGOON NTH AVE 1,103.869490759237,1.3712845683801
157B,RIVERVALE CRES,18,2001,Y,N,N,N,N,N,SK,100,0,0,0,32,68,0,0,0,0,0,0,0,157B RIVERVALE CRES,103.908232918823,1.38763106364664
157B,SERANGOON NTH AVE 1,1,2016,N,N,N,N,N,Y,SGN,0,0,0,0,0,0,0,0,0,0,0,0,0,157B SERANGOON NTH AVE 1,103.869305077827,1.37127827424629
157C,RIVERVALE CRES,18,2001,Y,N,N,N,N,N,SK,102,0,0,0,34,68,0,0,0,0,0,0,0,157C RIVERVALE CRES,103.907729091751,1.38775850187872
157D,RIVERVALE CRES,18,2001,Y,N,N,N,N,N,SK,102,0,0,0,34,68,0,0,0,0,0,0,0,157D RIVERVALE CRES,103.907889077676,1.38808661373417
158,ANG MO KIO AVE 4,2,1981,Y,Y,N,N,N,N,AMK,3,0,0,3,0,0,0,0,0,0,0,0,0,158 ANG MO KIO AVE 4,103.838997571585,1.3747805874721
158,BEDOK STH AVE 3,4,1985,Y,Y,N,N,N,N,BD,16,0,0,12,4,0,0,0,0,0,0,0,0,158 BEDOK STH AVE 3,103.945105611031,1.31867038706863
158,BISHAN ST 13,22,1987,Y,N,N,N,N,N,BH,98,0,0,0,4,94,0,0,0,0,0,0,0,158 BISHAN ST 13,103.856208219158,1.34653526211205
158,BT BATOK ST 11,4,1985,N,Y,N,N,N,N,BB,0,0,0,0,0,0,0,0,0,0,0,0,0,158 BT BATOK ST 11,103.743193864461,1.34872799726414
158,HOUGANG ST 11,15,1996,Y,N,N,N,N,N,HG,103,0,0,0,75,28,0,0,0,0,0,0,0,158 HOUGANG ST 11,103.880486217946,1.35164022372477
158,JLN TECK WHYE,16,1996,Y,N,N,N,N,N,CCK,107,0,0,0,47,60,0,0,0,0,0,0,0,158 JLN TECK WHYE,103.756963104815,1.37999554881374
158,LOR 1 TOA PAYOH,12,1971,Y,N,N,Y,N,N,TP,151,0,0,148,0,3,0,0,0,0,0,0,0,158 LOR 1 TOA PAYOH,103.845119426857,1.3314342903894
158,MEI LING ST,12,1969,Y,Y,N,N,N,N,QT,102,0,0,101,0,1,0,0,0,0,0,0,0,158 MEI LING ST,103.802807201455,1.29274220316638
158,PASIR RIS ST 13,9,1993,Y,N,N,N,N,N,PRC,37,0,0,0,0,0,37,0,0,0,0,0,0,158 PASIR RIS ST 13,103.962236289299,1.36467471789502
158,SIMEI RD,4,1988,Y,N,N,N,N,N,TAP,32,0,0,0,20,12,0,0,0,0,0,0,0,158 SIMEI RD,103.959602823483,1.34425348635592
158,TAMPINES ST 12,12,1983,Y,N,N,Y,N,N,TAP,110,0,0,0,110,0,0,0,0,0,0,0,0,158 TAMPINES ST 12,103.945859048593,1.35141456108804
158,WOODLANDS ST 13,12,1984,Y,N,N,N,N,N,WL,110,0,0,66,44,0,0,0,0,0,0,0,0,158 WOODLANDS ST 13,103.77477997616,1.43403215729146
158,YISHUN ST 11,4,1984,Y,N,N,N,N,N,YS,24,0,0,24,0,0,0,0,0,0,0,0,0,158 YISHUN ST 11,103.83452492794,1.43240777108289
158,YUNG LOH RD,18,1994,Y,Y,N,Y,N,N,JW,122,0,0,0,64,58,0,0,0,0,0,0,0,158 YUNG LOH RD,103.722279551998,1.32896082457078
158A,JLN TECK WHYE,5,1996,N,N,N,N,Y,N,CCK,0,0,0,0,0,0,0,0,0,0,0,0,0,158A JLN TECK WHYE,103.756569564489,1.37966151992615
158A,PASIR RIS ST 13,4,1993,N,N,N,N,Y,N,PRC,0,0,0,0,0,0,0,0,0,0,0,0,0,158A PASIR RIS ST 13,103.961681579804,1.36417618622742
158A,RIVERVALE CRES,18,2001,Y,N,N,N,N,N,SK,102,0,0,0,34,68,0,0,0,0,0,0,0,158A RIVERVALE CRES,103.906869059805,1.38872018812525
158B,RIVERVALE CRES,18,2001,Y,Y,N,N,N,N,SK,102,0,0,0,34,68,0,0,0,0,0,0,0,158B RIVERVALE CRES,103.906676179338,1.38841338018717
